title,type,price,private_owner,professional_name,floor_built,floor_area,floor,year_built,orientation,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,terrace,balcony,storeroom,swimming_pool,garden_area,location,district,postalcode
"Flat / apartment for rent in García de Paredes, 13",Flat,1400,False,Roan,60,,2nd,,east,1,1,True,True,True,True,False,False,False,True,False,"García de Paredes, 13, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in plaza de San Juan de la Cruz,Flat,1100,False,PROTOCOLO INMOBILIARIO,48,45.0,1st,,west,1,1,True,True,False,True,False,False,False,False,False,"Plaza de San Juan de la Cruz, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
Flat / apartment for rent in calle de Maudes,Flat,2750,False,The Home Hunter Madrid,150,147.0,1st,1949.0,south,4,2,True,True,True,True,False,False,False,False,False,"Calle de Maudes, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
"Studio flat for rent in Magallanes, 21",Studio,900,False,La Bruja Inmobiliaria,55,45.0,4th,1992.0,west,0,1,True,True,False,True,False,False,False,False,False,"Magallanes, 21, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28015.0
"Flat / apartment for rent in plaza del Descubridor Diego de Ordás, 4",Flat,1100,False,BE PREMIUM,48,,1st,,west,1,1,True,True,False,True,False,False,False,False,False,"Plaza del Descubridor Diego de Ordás, 4, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
"Flat / apartment for rent in calle de Andrés Mellado, 41",Flat,1000,True,,60,50.0,ground,,west,2,1,True,True,False,True,True,False,False,False,False,"Calle de Andrés Mellado, 41, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28015.0
"Studio flat for rent in calle Marqués de Lema, 7",Studio,750,False,VENETA Grupo Inmobiliario,30,,,1975.0,west,0,1,True,True,False,True,False,False,False,False,False,"Calle Marqués de Lema, 7, Subdistrict Vallehermoso, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
Flat / apartment for rent in calle de Santa Engracia,Flat,3900,False,Domus Madrid Real Estate,251,,3rd,1956.0,,4,4,True,True,True,True,True,False,False,False,False,"Calle de Santa Engracia, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28046.0
"Flat / apartment for rent in avenida FILIPINAS, 1 BIS",Flat,1000,False,Baqueira ski,57,50.0,8th,1996.0,south,1,1,True,True,False,True,False,False,False,False,False,"Avenida FILIPINAS, 1 BIS, Subdistrict Vallehermoso, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
Flat / apartment for rent in calle de Santa Engracia,Flat,1200,False,SB INMOBILIARIA,40,35.0,40,,,1,1,True,True,False,True,True,False,False,False,False,"Calle de Santa Engracia, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28046.0
"Flat / apartment for rent in calle de San Bernardo, 117",Flat,2100,False,Sweet Home,125,,3rd,,east,3,2,True,True,False,True,False,True,False,False,False,"Calle de San Bernardo, 117, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28015.0
"Flat / apartment for rent in calle de Ponzano, 51",Flat,1200,True,,68,66.0,3rd,,west,1,1,True,True,False,True,False,False,False,False,False,"Calle de Ponzano, 51, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
Flat / apartment for rent in calle del General Arrando,Flat,1200,False,Casa Patagonia Real Estate,70,,,,south,1,1,True,True,False,True,False,False,False,False,False,"Calle del General Arrando, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in calle de Vallehermoso,Flat,700,False,Everystreet,40,34.0,2nd,,,1,1,True,False,False,True,False,False,False,False,False,"Calle de Vallehermoso, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Modesto Lafuente,Flat,2200,False,URBANA 65,115,,5th,1930.0,,2,2,True,True,False,True,False,True,False,False,False,"Calle de Modesto Lafuente, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Alonso Cano,Flat,2350,False,The Simple Rent Palacin,144,123.0,4th,,,3,2,True,True,False,True,False,False,False,False,False,"Calle de Alonso Cano, Urb. NO, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
"Flat / apartment for rent in plaza de ordás, 4",Flat,1100,True,,48,45.0,1st,,west,1,1,True,True,False,True,False,False,False,False,False,"Plaza de ordás, 4, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
Flat / apartment for rent in plaza de ordaz,Flat,1100,False,Good Property,50,45.0,4th,,north,1,1,True,True,False,True,False,False,False,False,False,"Plaza de ordaz, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
Flat / apartment for rent in paseo del General Martínez Campos,Flat,1600,False,Good Property,75,74.0,2nd,,south,2,1,True,True,False,True,False,False,False,False,False,"Paseo del General Martínez Campos, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
"Flat / apartment for rent in plaza Diego Ordaz, 4",Flat,1100,False,Fernando,50,,1st,,,1,1,True,True,False,True,False,False,False,False,False,"Plaza Diego Ordaz, 4, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
Penthouse for rent in calle de Luchana,Penthouse,3000,False,GINKGO ASESORES INMOBILIARIOS,150,140.0,7th,,,3,2,True,True,False,True,True,False,False,False,False,"Calle de Luchana, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in plaza del Descubridor Diego de Ordás,Flat,1100,False,departamento comercial My home eficiente,48,45.0,1st,,west,1,1,True,True,False,True,False,False,False,False,False,"Plaza del Descubridor Diego de Ordás, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
"Flat / apartment for rent in calle de Magallanes, 1",Flat,1500,True,,90,,7th,,south,2,1,True,True,False,True,False,False,False,False,False,"Calle de Magallanes, 1, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28015.0
"Flat / apartment for rent in calle del general arrando, 14",Flat,1200,False,Be Premium Real Estate,70,65.0,ground,,north,1,1,True,True,False,True,False,False,False,False,False,"Calle del general arrando, 14, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
"Flat / apartment for rent in calle Eloy Gonzalo, 4",Flat,1350,True,,80,60.0,3rd,,,2,1,True,True,False,True,True,False,False,False,False,"Calle Eloy Gonzalo, 4, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
"Flat / apartment for rent in calle de Andres Mellado, 39",Flat,1100,True,,65,,6th,,south,1,1,True,True,False,True,False,False,False,False,False,"Calle de Andres Mellado, 39, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28015.0
Flat / apartment for rent in calle Morejón,Flat,1700,False,Good Property,50,49.0,1st,,north,1,1,True,True,False,True,False,True,False,False,False,"Calle Morejón, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
"Flat / apartment for rent in calle Rafael Calvo, Madrid",Flat,4495,False,Ivory Homes,167,,3rd,,,4,3,True,True,False,True,True,True,False,False,False,"Calle Rafael Calvo, Madrid, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Bravo Murillo,Flat,1190,False,abbitae propiedades,100,,ground,1952.0,,1,1,True,True,False,True,False,False,False,False,False,"Calle de Bravo Murillo, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in avenida de Filipinas,Flat,2450,False,Jowner,160,,3rd,,west,3,3,True,True,False,True,True,True,False,False,False,"Avenida de Filipinas, Subdistrict Vallehermoso, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
"Flat / apartment for rent in calle de Ponzano, 50",Flat,2150,False,Pink Pisos,110,109.0,3rd,,west,2,2,True,True,True,True,False,True,False,False,False,"Calle de Ponzano, 50, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
"Flat / apartment for rent in calle del Monte Esquinza, 6",Flat,1700,True,,120,110.0,2nd,,east,2,2,True,True,False,True,False,False,False,False,False,"Calle del Monte Esquinza, 6, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in Vallehermoso,Flat,2450,False,Engel & Völkers Madrid,154,,1st,1957.0,,3,3,True,True,False,True,False,True,True,False,False,", Subdistrict Vallehermoso, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Bretón de los Herreros,Flat,1080,False,Home Action,50,,3rd,,,2,1,True,True,False,True,False,False,False,False,False,"Calle de Bretón de los Herreros, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
Flat / apartment for rent in calle de Joaquín María López,Flat,1350,False,Inmobarrio,90,,2nd,,south,3,1,True,True,False,True,True,False,False,False,False,"Calle de Joaquín María López, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28015.0
"Flat / apartment for rent in calle del General Arrando, 14",Flat,1200,True,,70,,,,south,1,1,True,True,False,True,False,False,False,False,False,"Calle del General Arrando, 14, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in calle de Vallehermoso,Flat,950,False,Propietario Inmobiliario RE,31,,3rd,,,1,1,True,True,False,True,False,False,False,False,False,"Calle de Vallehermoso, Subdistrict Vallehermoso, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Vallehermoso,Flat,970,False,Propietario Inmobiliario RE,31,,5th,,,1,1,True,True,False,True,False,False,False,False,False,"Calle de Vallehermoso, Subdistrict Vallehermoso, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Francisco Ricci,Flat,1400,False,RE/MAX URBE,75,70.0,ground,1979.0,west,2,1,True,True,False,True,False,False,False,False,False,"Calle de Francisco Ricci, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28015.0
Flat / apartment for rent in calle del Monte Esquinza,Flat,4000,False,Andra inversiones,233,160.0,3rd,,east,3,3,True,True,True,True,False,False,True,False,False,"Calle del Monte Esquinza, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Penthouse for rent in paseo del General Martínez Campos,Penthouse,1750,False,De Roa Real Estate,87,,7th,1997.0,north,2,2,True,True,True,True,True,False,False,False,False,"Paseo del General Martínez Campos, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Penthouse for rent in calle de Almagro,Penthouse,20000,False,Olisson Club,715,,7th,1935.0,west,5,5,True,True,True,True,True,True,True,False,False,"Calle de Almagro, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de García de Paredes,Flat,2500,False,M-HABITAT-API,140,,4th,,east,4,3,True,True,False,True,True,False,False,False,False,"Calle de García de Paredes, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in paseo del General Martínez Campos,Flat,4995,False,Ivory Homes,205,,2nd,,south,3,3,True,True,False,True,False,False,False,False,False,"Paseo del General Martínez Campos, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in glorieta Quevedo,Flat,1800,False,DFLAT Madrid / DFLAT Housing,78,,3rd,,west,2,2,True,True,False,True,False,True,False,False,False,"Glorieta Quevedo, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28015.0
Penthouse for rent in calle de Galileo,Penthouse,1950,False,Home Action,71,,6th,,west,2,1,True,True,False,True,True,False,False,False,False,"Calle de Galileo, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Palafox,Flat,1975,False,Emmanuel Integra,73,70.0,5th,,,2,2,True,True,False,True,False,True,False,False,False,"Calle de Palafox, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in calle de Santa Engracia,Flat,1100,False,MHG Bienes Raíces S.L.,54,50.0,4th,1945.0,west,1,1,True,True,False,True,False,False,False,False,False,"Calle de Santa Engracia, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Penthouse for rent in Arapiles,Penthouse,1950,False,Inmosai,71,57.0,6th,1975.0,west,2,1,True,True,False,True,True,False,False,False,False,", Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Andrés Mellado,Flat,1200,False,Ginmo,75,,6th,1950.0,,2,1,True,True,False,True,False,True,False,False,False,"Calle de Andrés Mellado, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Gaztambide,Flat,1350,False,World Gestión Inmobiliaria,63,,4th,,east,2,1,True,True,False,True,False,False,False,False,False,"Calle de Gaztambide, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Cristóbal Bordiú,Flat,1190,False,Alquiler Seguro,47,,,,,2,1,True,True,False,True,False,False,False,False,False,"Calle de Cristóbal Bordiú, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
"Flat / apartment for rent in calle de Treviño, 3",Flat,1150,True,,65,55.0,4th,,,2,1,True,True,False,True,False,False,False,False,False,"Calle de Treviño, 3, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
Flat / apartment for rent in Almagro,Flat,2800,False,Engel & Völkers Madrid,124,110.0,4th,,,2,3,True,True,True,True,False,False,False,False,False,", Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Espronceda,Flat,2500,False,Solfai Consulting,158,130.0,2nd,1978.0,north,4,3,True,True,True,True,True,False,False,True,False,"Calle de Espronceda, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
Penthouse for rent in calle de Galileo,Penthouse,1950,False,Century House,71,60.0,6th,,west,2,1,True,True,False,True,True,False,False,False,False,"Calle de Galileo, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in avenida de la Reina Victoria,Flat,2700,False,SERVICHECK Inmobiliaria,145,,3rd,,east,4,2,True,True,False,True,False,False,False,False,False,"Avenida de la Reina Victoria, Subdistrict Vallehermoso, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Penthouse for rent in calle de Hilarión Eslava,Penthouse,2200,False,World Gestión Inmobiliaria,90,,6th,1940.0,west,2,1,True,True,False,True,True,False,False,False,False,"Calle de Hilarión Eslava, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Andrés Mellado,Flat,1250,False,Mariateencuentracasa,75,70.0,75,1940.0,east,2,2,True,True,False,True,False,False,False,False,False,"Calle de Andrés Mellado, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Cristóbal Bordiú,Flat,3300,False,NOOW | MADRID,190,155.0,6th,1982.0,east,4,2,True,True,True,True,True,False,False,False,False,"Calle de Cristóbal Bordiú, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
Flat / apartment for rent in calle de Bravo Murillo,Flat,1450,False,NEXTURF CONSULTING,92,,7th,,south,3,2,True,True,False,True,False,False,False,False,False,"Calle de Bravo Murillo, Subdistrict Vallehermoso, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in paseo del General Martínez Campos,Flat,1700,False,Gilmar Chamberi - Argüelles,80,69.0,2nd,1978.0,east,2,1,True,True,False,True,False,False,False,False,False,"Paseo del General Martínez Campos, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Miguel Ángel,Flat,3250,False,Trio asesores inmobiliarios,180,,5th,1961.0,east,3,3,True,True,False,True,True,False,False,False,False,"Calle de Miguel Ángel, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
"Flat / apartment for rent in calle de Eguilaz, 10",Flat,825,False,RE/MAX URBE,48,34.0,1st,1940.0,east,1,1,True,True,False,True,False,False,False,False,False,"Calle de Eguilaz, 10, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in Almagro,Flat,10000,False,B&H Partners,505,,2nd,1955.0,west,5,3,True,True,False,True,False,True,False,False,False,", Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Studio flat for rent in calle de Bravo Murillo,Studio,650,False,Viloria Brokers,30,,2nd,1980.0,south,0,1,True,True,False,True,False,False,False,False,False,"Calle de Bravo Murillo, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
"Flat / apartment for rent in calle del Cardenal Cisneros, 73",Flat,1830,False,KM2 Servicios Inmobiliarios,50,49.0,1st,2021.0,east,1,1,True,True,False,True,False,False,True,False,False,"Calle del Cardenal Cisneros, 73, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
"Flat / apartment for rent in calle de garcía de paredes, 33",Flat,675,False,Inmobiliaria hispana s.a.,40,,ground,,,1,1,True,True,False,True,False,False,False,False,False,"Calle de garcía de paredes, 33, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in C. de Rafael Calvo,Flat,2150,False,BLUEGROUND ESPAÑA S.L.U.,46,45.0,6th,1945.0,,1,1,True,True,False,True,False,False,False,False,False,"C. de Rafael Calvo, Urb. Almagro, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
"Flat / apartment for rent in calle del Cardenal Cisneros, 73",Flat,2098,False,KM2 Servicios Inmobiliarios,96,95.0,ground,2021.0,east,2,1,True,True,False,True,False,False,True,False,False,"Calle del Cardenal Cisneros, 73, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in calle de José Abascal,Flat,900,False,Everystreet,50,40.0,4th,,south,1,1,True,True,False,True,False,False,False,False,False,"Calle de José Abascal, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
"Flat / apartment for rent in calle de Fernández de la Hoz, 6",Flat,2430,False,Home Club,65,,3rd,,,1,1,True,True,False,True,False,False,False,False,False,"Calle de Fernández de la Hoz, 6, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in calle del Cardenal Cisneros,Flat,1800,False,aproperties real estate assets spain,92,,4th,1940.0,south,2,2,True,True,False,True,False,True,True,False,False,"Calle del Cardenal Cisneros, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Penthouse for rent in Gaztambide,Penthouse,3100,True,,160,,6th,,,4,2,True,True,False,True,True,False,False,False,False,", Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle del Cardenal Cisneros,Flat,2098,False,OLALLA PATRIMONIAL,96,,ground,,west,2,1,True,True,False,True,False,False,True,False,False,"Calle del Cardenal Cisneros, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in calle del Cardenal Cisneros,Flat,1928,False,OLALLA PATRIMONIAL,53,,1st,,west,2,1,True,True,False,True,False,False,True,False,False,"Calle del Cardenal Cisneros, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in calle del Cardenal Cisneros,Flat,1988,False,OLALLA PATRIMONIAL,53,,3rd,,west,1,1,True,True,False,True,False,False,True,False,False,"Calle del Cardenal Cisneros, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in calle del Cardenal Cisneros,Flat,1830,False,OLALLA PATRIMONIAL,50,,4th,,west,1,1,True,True,False,True,False,False,True,False,False,"Calle del Cardenal Cisneros, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in calle del Cardenal Cisneros,Flat,1830,False,OLALLA PATRIMONIAL,48,,4th,,west,1,1,True,True,False,True,False,False,True,False,False,"Calle del Cardenal Cisneros, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in calle del Cardenal Cisneros,Flat,1830,False,OLALLA PATRIMONIAL,45,,4th,,west,1,1,True,True,False,True,False,False,True,False,False,"Calle del Cardenal Cisneros, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
"Flat / apartment for rent in calle de Guzmán el Bueno, 97",Flat,1600,True,,110,,6th,,west,2,1,True,True,False,True,False,False,False,False,False,"Calle de Guzmán el Bueno, 97, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28015.0
Flat / apartment for rent in plaza de San Juan de la Cruz,Flat,3750,False,ukio spain s.l,145,,2nd,,,3,3,True,True,False,True,False,False,False,False,False,"Plaza de San Juan de la Cruz, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
Flat / apartment for rent in calle de Andrés Mellado,Flat,1100,False,Redfrin,44,,4th,,,2,1,True,True,False,True,False,False,False,False,False,"Calle de Andrés Mellado, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Palafox,Flat,1900,False,De Roa Real Estate,70,,5th,,west,2,2,True,True,True,True,False,True,False,False,False,"Calle de Palafox, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
"Flat / apartment for rent in calle de Modesto Lafuente, 3",Flat,2200,False,Inmobiliaria HAM,69,,3rd,2012.0,west,2,2,True,True,False,True,False,True,False,False,False,"Calle de Modesto Lafuente, 3, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in calle del Cardenal Cisneros,Flat,1650,False,OLALLA PATRIMONIAL,52,,ground,,west,1,1,True,True,False,True,False,False,True,False,False,"Calle del Cardenal Cisneros, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in glorieta Pintor Sorolla,Flat,2350,False,Redpiso,159,146.0,3rd,,west,3,2,True,True,False,True,False,False,True,False,False,"Glorieta Pintor Sorolla, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in Almagro,Flat,10000,False,Emporio Real Estate,535,,2nd,,west,5,4,True,True,False,True,True,True,True,False,False,", Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
"Flat / apartment for rent in Santa Engracia, 103",Flat,2000,False,SOÑAR CONTIGO,65,,ground,1945.0,west,3,2,True,True,False,True,True,False,False,False,False,"Santa Engracia, 103, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
"Flat / apartment for rent in calle de Guzmán el Bueno, 39",Flat,1300,False,Agencia negociadora de alquiler,106,,1st,,,3,2,True,True,False,True,False,False,False,False,False,"Calle de Guzmán el Bueno, 39, Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28015.0
Flat / apartment for rent in calle de Miguel Ángel,Flat,10000,False,Tanco Real Estate,535,,2nd,,west,5,3,True,True,False,True,False,True,False,False,False,"Calle de Miguel Ángel, Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle del Cardenal Cisneros,Flat,1648,False,Home Select,52,,ground,,west,1,1,True,True,False,True,False,False,False,False,False,"Calle del Cardenal Cisneros, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
"Flat / apartment for rent in Maudes, 24",Flat,3000,False,Home About,145,,,,,5,5,True,True,False,True,False,False,False,False,False,"Maudes, 24, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
Flat / apartment for rent in calle Eloy Gonzalo,Flat,900,False,NEXTURF CONSULTING,55,,2nd,,,2,1,True,True,False,True,False,False,False,False,False,"Calle Eloy Gonzalo, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in calle de Arapiles,Flat,1200,False,MonteRiver servicios inmobiliarios SL,110,102.0,1st,,south,4,2,True,True,False,True,False,True,False,False,False,"Calle de Arapiles, Subdistrict Arapiles, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28015.0
Penthouse for rent in Gaztambide,Penthouse,2600,True,,130,,7th,,west,2,2,True,True,False,True,True,False,False,False,False,", Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
"Flat / apartment for rent in calle de la Santísima Trinidad, 35",Flat,2500,True,,125,,4th,,east,4,3,True,True,True,True,False,False,False,False,False,"Calle de la Santísima Trinidad, 35, Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28010.0
Flat / apartment for rent in Gaztambide,Flat,1290,False,Spotahome,46,40.0,2nd,,,1,1,True,True,False,True,True,False,False,False,False,", Subdistrict Gaztambide, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in Almagro,Flat,1300,False,Spotahome,63,55.0,ground,,,1,1,True,True,False,True,False,False,False,False,False,", Subdistrict Almagro, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in Trafalgar,Flat,990,False,Spotahome,29,25.0,ground,,,1,1,True,True,False,True,False,False,False,False,False,", Subdistrict Trafalgar, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,
Flat / apartment for rent in Nuevos Ministerios-Ríos Rosas,Flat,2600,False,TOP TEAM REAL ESTATE,116,,7th,,,2,2,True,True,True,True,True,False,False,True,False,", Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
"Penthouse for rent in calle de Ríos Rosas, 16",Penthouse,1900,True,,70,,6th,,,3,1,True,True,False,True,True,True,False,False,False,"Calle de Ríos Rosas, 16, Subdistrict Nuevos Ministerios-Ríos Rosas, District Chamberí, Madrid, Madrid city, Madrid",Chamberí,28003.0
