title,type,price,private_owner,professional_name,floor_built,floor_area,floor,year_built,orientation,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,terrace,balcony,storeroom,swimming_pool,garden_area,location,district,postalcode
"Flat / apartment for rent in calle Pirra, 44",Flat,925,True,,55,50.0,2nd,,west,1,1,True,True,True,True,False,True,False,True,False,"Calle Pirra, 44, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle Luisa de Carvajal,Flat,1400,False,SERVICHECK Inmobiliaria,137,,1st,,,3,2,True,True,True,True,False,False,True,True,False,"Calle Luisa de Carvajal, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
"Duplex for rent in calle Maratón, 6",Duplex,1700,False,ATRIUMEUROPA REAL ESTATE,110,,1st,2007.0,,0,1,True,True,True,True,True,False,False,False,False,"Calle Maratón, 6, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
"Studio flat for rent in SEPTIEMBRE, 12",Studio,555,False,Profesional,29,25.0,ground,2018.0,east,0,1,True,True,True,True,True,False,False,True,False,"SEPTIEMBRE, 12, Urb. Las Rejas, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
"Studio flat for rent in calle de Fuensaviñán, 7",Studio,700,True,,50,,3rd,,south,0,1,True,True,False,True,False,False,False,False,False,"Calle de Fuensaviñán, 7, Urb. Barrio Rejas, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle de Julián Camarillo,Flat,850,False,SERVICHECK Inmobiliaria,45,,3rd,,,1,1,True,True,False,True,False,False,False,True,False,"Calle de Julián Camarillo, Urb. urbanización privada, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
Flat / apartment for rent in glorieta Francisco de las Cabezas,Flat,950,False,Altor Asesores,75,,2nd,,,2,1,True,True,False,True,False,False,False,False,False,"Glorieta Francisco de las Cabezas, Subdistrict Salvador, District San Blas, Madrid, Madrid city, Madrid",San Blas,28027.0
"Flat / apartment for rent in calle nanclares de oca, 18",Flat,850,True,,54,,5th,,east,1,1,True,True,True,True,False,False,False,True,False,"Calle nanclares de oca, 18, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
"Flat / apartment for rent in plaza de la Villa de Canillejas, 8",Flat,950,True,,85,80.0,2nd,,west,2,1,True,True,False,True,True,False,False,False,False,"Plaza de la Villa de Canillejas, 8, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
 Terraced house for rent in CORUMBA,Terraced,2500,False,Gabinete inmobiliario,258,,4,,,4,3,True,False,True,True,True,False,True,False,False,"CORUMBA, Subdistrict Salvador, District San Blas, Madrid, Madrid city, Madrid",San Blas,28027.0
Flat / apartment for rent in calle Muelas del Pan,Flat,800,False,Alquila Tu Hogar,52,,3rd,1960.0,,3,1,True,True,False,True,False,False,False,False,False,"Calle Muelas del Pan, Subdistrict Arcos, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
"Flat / apartment for rent in calle luisa de carvajal, 24",Flat,820,False,Agencia negociadora de alquiler,57,,1st,,,1,1,True,True,True,False,False,False,True,True,False,"Calle luisa de carvajal, 24, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
 Semi-detached house for rent in calle María Lombillo,Semi-detached,2700,False,Engel & Völkers Madrid,322,213.0,322,1992.0,,6,3,True,False,True,True,True,False,False,False,False,"Calle María Lombillo, Subdistrict Salvador, District San Blas, Madrid, Madrid city, Madrid",San Blas,28027.0
Flat / apartment for rent in calle de Mequinenza,Flat,950,False,LF Inmogroup,103,85.0,1st,1980.0,east,3,2,True,True,False,True,True,False,False,False,False,"Calle de Mequinenza, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle Luisa de Carvajal,Flat,1400,False,Estudio Salamanca,137,,1st,,east,3,2,True,True,True,True,False,True,True,True,False,"Calle Luisa de Carvajal, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
"Penthouse for rent in calle Circe, 42",Penthouse,1100,True,,125,100.0,4th,,south,3,2,True,True,False,True,True,False,False,False,False,"Calle Circe, 42, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
"Flat / apartment for rent in calle Arcaute, Madrid",Flat,1100,False,Lady Casa asesores inmobiliarios,95,,3rd,2008.0,south,2,2,True,True,True,True,False,False,True,True,False,"Calle Arcaute, Madrid, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
"Flat / apartment for rent in calle Movinda, 14",Flat,730,False,JMS Asesores,60,,1st,,,1,1,True,True,False,True,False,True,False,False,False,"Calle Movinda, 14, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in calle Butrón,Flat,1845,False,Homelike,100,,5th,,,3,2,True,True,False,True,False,False,False,False,False,"Calle Butrón, Subdistrict Rosas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle de Santa Tecla,Flat,860,False,Alquila Tu Hogar,50,,2nd,1971.0,,2,1,True,True,False,True,True,True,False,False,False,"Calle de Santa Tecla, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle Palanquinos,Flat,800,False,Alquila Tu Hogar,52,,4th,1960.0,,3,1,True,True,False,True,False,False,False,False,False,"Calle Palanquinos, Subdistrict Arcos, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in calle Luisa de Carvajal,Flat,1400,False,Viloria Brokers,132,,1st,2001.0,south,3,2,True,True,True,True,True,False,True,True,False,"Calle Luisa de Carvajal, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in calle Gremios,Flat,820,False,Alquila Tu Hogar,56,,1st,1960.0,,3,1,True,True,False,True,False,False,False,False,False,"Calle Gremios, Subdistrict Arcos, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in calle de Santa Tecla,Flat,960,False,Alquila Tu Hogar,63,,2nd,1969.0,,3,1,True,True,True,True,True,False,False,False,False,"Calle de Santa Tecla, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Simancas,Flat,1400,False,KEYOK,135,110.0,1st,,south,3,2,True,True,True,True,False,False,True,False,False,", Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
" Semi-detached house for rent in calle Mayo, 13",Semi-detached,1700,True,,250,,2,,west,2,2,True,False,False,True,True,False,True,True,False,"Calle Mayo, 13, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
"Flat / apartment for rent in calle Luisa de Carvajal, 20",Flat,1325,True,,128,,5th,,,4,2,True,True,True,True,False,False,True,True,False,"Calle Luisa de Carvajal, 20, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
"Duplex for rent in calle de Cronos, 24",Duplex,900,True,,73,71.0,2nd,,south,0,2,True,True,False,True,True,True,False,False,False,"Calle de Cronos, 24, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in calle Cordobanes,Flat,850,False,Alquila Tu Hogar,58,,2nd,1960.0,,3,1,True,True,False,True,False,False,False,False,False,"Calle Cordobanes, Subdistrict Hellín, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
"Penthouse for rent in avenida de Aragón, 376",Penthouse,700,False,Inmobiliaria Transparente,30,28.0,1st,1960.0,north,1,1,True,True,False,True,True,False,False,False,False,"Avenida de Aragón, 376, Urb. Hostal Huna, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle Argos,Flat,990,False,Tengotucasa,86,,1st,,,3,1,True,True,False,True,False,False,False,False,False,"Calle Argos, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in Simancas,Flat,1550,False,Area Casa,110,109.0,4th,,,3,2,True,True,False,True,False,False,False,True,False,", Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
Flat / apartment for rent in calle de Aracne,Flat,1100,False,Rodriguez&Poo,94,67.0,5th,2005.0,east,2,2,True,True,True,True,False,False,True,True,False,"Calle de Aracne, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
"Flat / apartment for rent in calle Zuera, 4",Flat,800,True,,58,52.0,2nd,,east,2,1,True,True,False,True,True,False,False,False,False,"Calle Zuera, 4, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in calle de Nanclares de Oca,Flat,1300,False,LF Inmogroup,106,92.0,1st,2005.0,,3,2,True,True,True,True,False,False,True,True,False,"Calle de Nanclares de Oca, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
"Flat / apartment for rent in calle de Rufino González, 57",Flat,1175,False,Condal Desarrollos,86,,6th,,south,2,2,True,True,True,True,False,False,True,True,False,"Calle de Rufino González, 57, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in Simancas,Flat,1400,False,Find House Inmobiliaria,137,,1st,,,3,2,True,True,True,True,False,False,True,True,False,", Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
Flat / apartment for rent in calle Ferretería,Flat,840,False,Alquila Tu Hogar,52,,3rd,1960.0,,3,1,True,True,False,True,False,False,False,False,False,"Calle Ferretería, Subdistrict Amposta, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in calle de Tábara,Flat,840,False,Alquila Tu Hogar,52,,1st,1960.0,,3,1,True,True,False,True,False,False,False,False,False,"Calle de Tábara, Subdistrict Arcos, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in calle de Tegucigalpa,Flat,900,False,SERVICHECK Inmobiliaria,60,,ground,,,1,1,True,True,False,True,False,False,False,False,False,"Calle de Tegucigalpa, Subdistrict Salvador, District San Blas, Madrid, Madrid city, Madrid",San Blas,28027.0
"Flat / apartment for rent in calle Molturadores, 2",Flat,650,False,Agencia negociadora de alquiler,73,,2nd,,,3,1,True,True,False,True,False,False,False,False,False,"Calle Molturadores, 2, Subdistrict Arcos, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in calle Miami,Flat,1200,False,VOhome propiedades Julián Camarillo,110,98.0,3rd,1998.0,south,3,2,True,True,False,True,False,False,False,False,False,"Calle Miami, Subdistrict Salvador, District San Blas, Madrid, Madrid city, Madrid",San Blas,28027.0
Flat / apartment for rent in ZUBIETA,Flat,730,False,CasaPueblo,50,,3rd,1960.0,,2,1,True,True,False,True,False,False,False,False,False,"ZUBIETA, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in CASTILLO DE MADRIGAL DE LAS ALTAS TORRES,Flat,875,False,CasaPueblo,86,,11th,,,3,1,True,True,False,True,True,False,False,False,False,"CASTILLO DE MADRIGAL DE LAS ALTAS TORRES, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
"Flat / apartment for rent in Nanclares de Oca, 20",Flat,1100,True,,85,75.0,3rd,,east,2,2,True,True,True,True,True,False,True,True,False,"Nanclares de Oca, 20, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle de Torre Arias,Flat,1200,False,inmobiliaria 28022,90,,ground,,west,2,2,True,True,False,True,False,False,True,False,False,"Calle de Torre Arias, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
"Flat / apartment for rent in calle de Julian Camarillo, 59",Flat,890,False,Agencia negociadora de alquiler,61,,1st,,,2,1,True,True,True,True,False,False,False,True,False,"Calle de Julian Camarillo, 59, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
"Flat / apartment for rent in calle República Eslovaca, 9",Flat,1250,True,,98,96.0,4th,,west,3,2,True,True,False,True,False,True,False,True,False,"Calle República Eslovaca, 9, Subdistrict Arcos, District San Blas, Madrid, Madrid city, Madrid",San Blas,28032.0
Flat / apartment for rent in calle Avicultura,Flat,830,False,Alquila Tu Hogar,59,,3rd,1960.0,,3,1,True,True,False,True,True,False,False,False,False,"Calle Avicultura, Subdistrict Hellín, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
"Flat / apartment for rent in calle nanclares de oca, 32",Flat,1250,True,,128,100.0,3rd,,west,2,2,True,True,True,True,True,False,False,True,False,"Calle nanclares de oca, 32, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle de Alcalá,Flat,950,False,Key House Solutions,79,73.0,3rd,1970.0,south,2,1,True,True,False,True,True,False,False,False,False,"Calle de Alcalá, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
Duplex for rent in Simancas,Duplex,1600,False,Inmobiliaria Internacional CPM,135,130.0,2nd,,south,1,2,True,True,True,True,False,False,False,False,False,", Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
Flat / apartment for rent in calle de Deyanira,Flat,1100,False,Solfai Consulting,90,75.0,5th,2003.0,east,2,2,True,True,True,True,False,False,True,True,False,"Calle de Deyanira, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Simancas,Flat,1500,False,Inmobiliaria Internacional CPM,110,100.0,4th,2003.0,south,3,2,True,True,True,True,False,False,True,True,False,", Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
Flat / apartment for rent in Rejas,Flat,1250,False,Area Casa,128,127.0,3rd,,,2,2,True,True,False,True,True,False,False,True,False,", Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Hellín,Flat,900,False,Spotahome,69,60.0,ground,,,3,1,True,True,False,True,False,False,False,False,False,", Subdistrict Hellín, District San Blas, Madrid, Madrid city, Madrid",San Blas,
"Flat / apartment for rent in calle de Boltaña, 65",Flat,875,True,,70,65.0,5th,,east,3,1,True,True,False,True,True,False,True,False,False,"Calle de Boltaña, 65, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
"Flat / apartment for rent in Calle de Yécora, 47",Flat,850,False,Redpiso,55,,4th,,east,1,1,True,True,True,True,False,False,True,True,False,"Calle de Yécora, 47, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle Mampostería,Flat,800,False,Cm servicios inmobiliarios,68,,1st,,,2,1,True,True,False,True,False,False,False,False,False,"Calle Mampostería, Subdistrict Arcos, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
"Studio flat for rent in calle de Alfonso Gómez, 29",Studio,1100,True,,70,62.0,1st,,west,0,2,True,True,True,True,False,False,False,False,False,"Calle de Alfonso Gómez, 29, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in calle Luisa de Carvajal NN,Flat,1400,False,ATRIUMEUROPA REAL ESTATE,137,,1st,,east,3,2,True,True,True,True,False,False,True,True,False,"Calle Luisa de Carvajal NN, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Penthouse for rent in Salvador,Penthouse,1650,False,De Salas Consultores Inmobiliarios,117,,4th,1997.0,south,2,3,True,True,True,True,True,False,True,True,False,", Subdistrict Salvador, District San Blas, Madrid, Madrid city, Madrid",San Blas,28027.0
Flat / apartment for rent in circe,Flat,1200,False,Vivienda Madrid Canillejas,123,,2nd,,,3,2,True,True,True,True,False,True,True,True,False,"circe, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
"Flat / apartment for rent in Deyanira, 59",Flat,750,False,gesnova alquileres S.L,50,42.0,2nd,2007.0,south,1,1,True,True,True,True,False,False,False,True,False,"Deyanira, 59, Urb. La Alameda de Las Mercedes, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Canillejas,Flat,950,False,INMOB&G,82,,1st,,east,3,1,True,True,False,True,False,True,False,False,False,", Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle Redes,Flat,870,False,Alquila Tu Hogar,66,,1st,1960.0,,3,1,True,True,False,True,False,False,False,False,False,"Calle Redes, Subdistrict Hellín, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in calle de Cronos,Flat,1100,False,EMISSARY,76,,ground,2007.0,south,1,2,True,True,True,True,True,False,False,False,False,"Calle de Cronos, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
Flat / apartment for rent in calle de Arcaute,Flat,1250,False,Tengotucasa,85,,5th,,,2,2,True,True,True,True,False,False,True,True,False,"Calle de Arcaute, Urb. Si, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in avenida Séptima,Flat,1090,False,Alquiler Protegido / Venta Garantizada,98,,3rd,,,2,2,True,True,True,True,False,False,True,True,False,"Avenida Séptima, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Simancas,Flat,1250,False,Guerra & Méndez Propiedades,114,96.0,6th,2002.0,west,3,2,True,True,True,True,True,False,True,True,False,", Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
Flat / apartment for rent in calle Papelería,Flat,780,False,Global,43,,ground,1960.0,,2,1,True,True,False,True,False,False,False,False,False,"Calle Papelería, Subdistrict Amposta, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in Rosas,Flat,1200,False,Area Casa,93,92.0,3rd,,,2,2,True,True,False,True,True,False,False,False,False,", Subdistrict Rosas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
Duplex for rent in calle de Cronos,Duplex,1100,False,Fernando Profesional,75,,3rd,2007.0,north,1,2,True,True,True,True,True,True,False,False,False,"Calle de Cronos, Urb. Metrovialia Center, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
Flat / apartment for rent in calle de Santa Tecla,Flat,980,False,Tengotucasa,88,,2nd,,,3,1,True,True,False,True,True,False,False,False,False,"Calle de Santa Tecla, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle Apolo,Flat,980,False,Alquiler Seguro,76,,,,,3,1,True,True,False,True,True,False,False,False,False,"Calle Apolo, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
Flat / apartment for rent in avenida Séptima,Flat,1090,False,SERVICHECK Inmobiliaria,98,70.0,3rd,,north,2,2,True,True,True,True,False,False,True,True,False,"Avenida Séptima, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle de Pirra,Flat,1250,False,EMISSARY,93,,1st,,,2,2,True,True,True,True,False,False,True,True,False,"Calle de Pirra, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in avenida Séptima,Flat,1150,False,Casajefdaya,98,96.0,3rd,,,2,2,True,True,True,True,False,False,True,True,False,"Avenida Séptima, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Rejas,Flat,1090,False,JACK HOUSE PROPERTIES,98,,3rd,,north,2,2,True,True,True,True,False,False,True,True,False,", Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Rejas,Flat,1090,False,ASESORES GOYA MADRID,98,70.0,3rd,,,2,2,True,True,True,True,False,False,True,True,False,", Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in SIMANCAS NN,Flat,1400,False,Casajefdaya,137,135.0,1st,,,3,2,True,True,True,True,False,False,True,True,False,"SIMANCAS NN, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
Flat / apartment for rent in Rejas,Flat,999,False,Inmobiliaria Plenilunio,75,,4th,,,2,1,True,True,False,True,False,False,False,True,False,", Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Rejas,Flat,780,False,Inmobiliaria Plenilunio,55,,3rd,,,1,1,True,True,False,True,False,False,False,True,False,", Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle Luisa de Carvajal,Flat,1400,False,Solfai Consulting,132,98.0,1st,2001.0,south,3,2,True,True,True,True,True,False,True,True,False,"Calle Luisa de Carvajal, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in calle de las Modistas,Flat,860,False,Alquila Tu Hogar,56,,1st,1960.0,,3,1,True,True,False,True,True,False,False,False,False,"Calle de las Modistas, Subdistrict Amposta, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in avenida Séptima,Flat,1150,False,Inmorent,98,70.0,3rd,,north,2,2,True,True,True,True,False,False,True,True,False,"Avenida Séptima, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle San Valentín,Flat,1000,False,Alquiler Protegido / Venta Garantizada,61,,ground,,,3,1,True,True,False,True,True,False,False,False,False,"Calle San Valentín, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Rejas,Flat,780,False,Inmobiliaria Plenilunio,55,,4th,,,1,1,True,True,False,True,False,False,False,False,False,", Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Rejas,Flat,780,False,Inmobiliaria Plenilunio,55,,3rd,,,1,1,True,True,False,True,False,False,False,False,False,", Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Rejas,Flat,780,False,Inmobiliaria Plenilunio,55,,4th,,,1,1,True,True,False,True,False,False,False,False,False,", Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle de San Mariano,Flat,845,False,Haya,78,73.0,3rd,1965.0,,3,1,True,True,False,False,True,False,False,False,False,"Calle de San Mariano, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle Estocolmo,Flat,1300,False,SERVICHECK Inmobiliaria,82,63.0,2nd,,east,2,2,True,True,True,True,False,False,True,True,False,"Calle Estocolmo, Subdistrict Rosas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
" Detached house for rent in calle Hogar de Belén, 59",Detached,1100,True,,110,100.0,110,,,2,1,True,False,False,True,True,True,True,False,False,"Calle Hogar de Belén, 59, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in calle de la Esfinge,Flat,1150,False,Haya,128,95.0,1st,2008.0,,3,2,True,True,False,False,False,False,False,True,False,"Calle de la Esfinge, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
"Flat / apartment for rent in calle Gremios, 5",Flat,800,True,,70,60.0,3rd,,east,2,1,True,True,False,True,False,False,False,False,False,"Calle Gremios, 5, Subdistrict Arcos, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
Flat / apartment for rent in Rejas,Flat,999,False,Inmobiliaria Plenilunio,75,,3rd,,,2,1,True,True,False,True,False,False,False,True,False,", Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Rejas,Flat,780,False,Inmobiliaria Plenilunio,55,,4th,,,1,1,True,True,False,True,False,False,False,True,False,", Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Rejas,Flat,780,False,Inmobiliaria Plenilunio,55,,3rd,,,1,1,True,True,False,True,False,False,False,True,False,", Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in Rejas,Flat,780,False,Inmobiliaria Plenilunio,55,,4th,,,1,1,True,True,False,True,False,False,False,True,False,", Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Duplex for rent in calle de Nanclares de Oca,Duplex,1000,False,Alfa Arzal,80,,1st,2006.0,east,1,1,True,True,True,True,True,False,True,False,False,"Calle de Nanclares de Oca, Urb. Las Mercedes, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle Ángel de la Guarda,Flat,900,False,Tengotucasa,54,,4th,1960.0,,3,1,True,True,False,True,False,False,False,False,False,"Calle Ángel de la Guarda, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle Porcelana,Flat,800,False,globalpiso San Blas,50,,ground,1960.0,,2,1,True,True,False,False,False,False,False,False,False,"Calle Porcelana, Subdistrict Arcos, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
"Flat / apartment for rent in calle Tampico, 8",Flat,900,True,,70,60.0,2nd,,west,1,1,True,True,False,True,False,False,False,False,False,"Calle Tampico, 8, Subdistrict Salvador, District San Blas, Madrid, Madrid city, Madrid",San Blas,28027.0
Duplex for rent in Rejas,Duplex,1000,False,Alfa inmobiliaria,80,,1st,2005.0,east,1,1,True,True,True,True,True,False,True,False,False,", Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Studio flat for rent in Av. de Canillejas a Vicálvaro,Studio,750,False,Tengotucasa,39,,ground,1978.0,south,0,1,True,True,False,True,False,False,False,False,False,"Av. de Canillejas a Vicálvaro, Subdistrict Rosas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
"Flat / apartment for rent in calle de Pirra, 14",Flat,1175,True,,98,,5th,,,2,2,True,True,True,True,True,False,True,True,False,"Calle de Pirra, 14, Urb. Urbanización Eisenhower, Subdistrict Rejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Penthouse for rent in calle de Suecia,Penthouse,1100,False,Redpiso,80,70.0,6th,,,2,2,True,True,True,True,True,True,True,True,False,"Calle de Suecia, Subdistrict Rosas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
"Studio flat for rent in calle del Castillo de Simancas, 10",Studio,775,True,,35,,ground,,,0,1,True,True,False,True,False,False,False,False,False,"Calle del Castillo de Simancas, 10, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28037.0
"Flat / apartment for rent in calle de San Narciso, 19",Flat,1150,True,,70,66.0,2nd,,,3,1,True,True,True,True,False,True,False,False,False,"Calle de San Narciso, 19, Subdistrict Canillejas, District San Blas, Madrid, Madrid city, Madrid",San Blas,28022.0
Flat / apartment for rent in calle de Cronos,Flat,1000,False,Emmanuel Integra,80,75.0,ground,,,1,2,True,True,False,True,True,False,False,False,False,"Calle de Cronos, Subdistrict Simancas, District San Blas, Madrid, Madrid city, Madrid",San Blas,
